Giới thiệu,Diện tích,Giá nhà,Địa chỉ,Ngày đăng,Link,Pháp lý,index_,Mô tả
"Bách Khoa, phân lô nhà 4 tầng, mặt tiền 25m, lô góc, ô tô tránh, 37 tỷ",160 m2 4 PN 4 WC,37 tỷ,"Quận Hai Bà Trưng, Hà Nội",11/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/bach-khoa-phan-lo-nha-4-tang-mat-tien-25m-lo-goc-o-to-tranh-37-ty-id21582961,Sổ đỏ,199,
"Mặt ngõ to như phố, lô góc, kinh doanh, ô tô, vỉa hè, 60m2, 12.5 tỷ.",60 m2 8 PN 5 WC,12 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",11/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/mat-ngo-to-nhu-pho-lo-goc-kinh-doanh-o-to-via-he-60m2-12-5-ty-id21559953,Sổ đỏ,200,
"Gấp! Bán nhà Lê Thanh Nghị, 6 tầng, ô tô đỗ cửa, khu vip, 7 tỷ.",39 m2 5 PN 5 WC,700 triệu,"Quận Hai Bà Trưng, Hà Nội",11/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/gap-ban-nha-le-thanh-nghi-6-tang-o-to-do-cua-khu-vip-7-ty-id21615494,Sổ đỏ,201,
"Bán nhà MP Trần Đại Nghĩa, 40m2, 4 tầng, mt 5m, kinh doanh đỉnh, 14.5",40 m2 4 PN 3 WC,14 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mp-tran-dai-nghia-40m2-4-tang-mt-5m-kinh-doanh-dinh-14-5-id21419469,Sổ đỏ,202,
Bán Tập Thể Bách Khoa HBT Hà Nội T3 DT 60m giá 2.3 tỷ,60 m2 2 PN 1 WC,2 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",14/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-tap-the-bach-khoa-hbt-ha-noi-t3-dt-60m-gia-2-3-ty-id21584654,Sổ đỏ,203,
"Bán nhà 25 tỷ ngõ 148 Tạ Quang Bửu Bách Khoa, HBT HN DT 135mx3T",135 m2 5 PN 3 WC,25 tỷ,"Quận Hai Bà Trưng, Hà Nội",11/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-25-ty-ngo-148-ta-quang-buu-bach-khoa-hbt-hn-dt-135mx3t-id21566282,Sổ đỏ,204,
"Bán nhà ngõ Lê Thanh Nghị, giá 4.3 tỷ, 34m2x4T, 2 thoáng, ngõ rộng",34 m2 4 PN 4 WC,4 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",09/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngo-le-thanh-nghi-gia-4-3-ty-34m2x4t-2-thoang-ngo-rong-id21868458,Sổ đỏ,205,
"Bán nhanh nhà ngõ Vân Hồ 2, giá 18.6 tỷ, 70m2x5T, 2 mặt tiền, ô tô đỗ",70 m2 8 PN 8 WC,18 tỷ 600 triệu,"Quận Hai Bà Trưng, Hà Nội",09/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nhanh-nha-ngo-van-ho-2-gia-18-6-ty-70m2x5t-2-mat-tien-o-to-do-id21748824,Sổ đỏ,206,
"Bán gấp nhà Tạ Quang Bửu, 10m ra phố, nhỉnh 4 tỷ, khu vực hiếm nhà bán",45 m2 3 PN 3 WC,4 tỷ 350 triệu,"Quận Hai Bà Trưng, Hà Nội",06/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-gap-nha-ta-quang-buu-10m-ra-pho-nhinh-4-ty-khu-vuc-hiem-nha-ban-id21864676,Sổ đỏ,207,
Mặt ngõ phân lô phố trần đại nghĩa siêu đẹp - căn góc 2 thoáng - ngõ,65 m2 4 PN 5 WC,15 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",01/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/mat-ngo-phan-lo-pho-tran-dai-nghia-sieu-dep-can-goc-2-thoang-ngo-id21854475,Sổ đỏ,208,
Bán nhà PL giảng viên ĐH Bách Khoa HBT Hà Nội DT 60m2x4T,60 m2 4 PN 4 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",30/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pl-giang-vien-dh-bach-khoa-hbt-ha-noi-dt-60m2x4t-id21518251,Sổ đỏ,209,
"Bán nhà 5,5 tỷ ngõ phố Lê Thanh Nghị HBT Hà Nội DT 53mx5T mới",53 m2 6 PN 4 WC,5 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",30/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-5-5-ty-ngo-pho-le-thanh-nghi-hbt-ha-noi-dt-53mx5t-moi-id21830736,Sổ đỏ,210,
Bán nhà 52 mx5T ngõ 36 Lê Thanh Nghị HBT Hà Nội giá 5.5 tỷ,52 m2 6 PN 4 WC,5 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",30/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-52-mx5t-ngo-36-le-thanh-nghi-hbt-ha-noi-gia-5-5-ty-id21780667,Sổ đỏ,211,
"Bán nhà Trần Đại Nghĩa, Hai Bà Trưng 120m2 mặt tiền 8.11m, kinh doanh",120 m2 3 PN 3 WC,19 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",26/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-tran-dai-nghia-hai-ba-trung-120m2-mat-tien-8-11m-kinh-doanh-id21804101,Sổ đỏ,212,
"Bán gấp nhà VIP Hai Bà Trưng lô góc, ô tô, 60 m2, MT 9,4m, ngõ to hơn",60 m2 4 PN 4 WC,16 tỷ,"Quận Hai Bà Trưng, Hà Nội",25/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-gap-nha-vip-hai-ba-trung-lo-goc-o-to-60-m2-mt-9-4m-ngo-to-hon-id21808907,Sổ đỏ,213,
"Bán Nhà - Gần ĐH Kinh Tế Quốc Dân - 121m x 3T, MT 8m - Ô Tô Tránh",121 m2 4 PN 4 WC,19 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",23/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-biet-thu-lien-ke/ban-nha-gan-dh-kinh-te-quoc-dan-121m-x-3t-mt-8m-o-to-tranh-id21810936,Sổ đỏ,214,
Bán nhà mặt ngõ cạnh ký túc xá Kinh Tế Quốc Dân - Bách Khoa,120 m2 6 PN 3 WC,19 tỷ,"Quận Hai Bà Trưng, Hà Nội",19/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mat-ngo-canh-ky-tuc-xa-kinh-te-quoc-dan-bach-khoa-id21797452,Sổ đỏ,215,
Bán nhà phố Lê Thanh Nghị quận Hai Bà Trưng 33m 5 tầng mới hơn 4 tỷ.,33 m2 3 PN 4 WC,4 tỷ,"Quận Hai Bà Trưng, Hà Nội",16/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-quan-hai-ba-trung-33m-5-tang-moi-hon-4-ty-id21791489,Sổ đỏ,216,
"Bán nhà MP Trần Đại Nghĩa, 105m2, mt 7m, kinh doanh đỉnh, 20 tỷ",105 m2 1 PN 1 WC,20 tỷ,"Quận Hai Bà Trưng, Hà Nội",17/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mp-tran-dai-nghia-105m2-mt-7m-kinh-doanh-dinh-20-ty-id21419482,Sổ đỏ,217,
"Bán nhà Tạ Quang Bửu, 30m2, 5 tầng, 3.9 tỷ",30 m2 3 PN 4 WC,3 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-30m2-5-tang-3-9-ty-id21379840,Sổ đỏ,218,
"Bán nhà Lê Thanh Nghị, 32m2, 3 tầng, ngõ 3m, cách phố 10m, kinh doanh,",32 m2 2 PN 2 WC,4 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-32m2-3-tang-ngo-3m-cach-pho-10m-kinh-doanh-id21405221,Sổ đỏ,219,
"Bán nhà xây mới Trần Đại Nghĩa, 30m2, 5 tầng, 3,35 tỷ",30 m2 3 PN 4 WC,3 tỷ 350 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-xay-moi-tran-dai-nghia-30m2-5-tang-3-35-ty-id21364964,Sổ đỏ,220,
"Bán nhà Đại Cồ Việt, 40m2, 6 tầng, ô tô tránh, kinh doanh, 9.45 tỷ",40 m2 5 PN 4 WC,9 tỷ 450 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-dai-co-viet-40m2-6-tang-o-to-tranh-kinh-doanh-9-45-ty-id21380182,Sổ đỏ,221,
"Bán nhà Đê Tô Hoàng, 74m2, 4 tầng, ngõ ba gác, 4,85 tỷ",74 m2 4 PN 3 WC,4 tỷ 850 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-de-to-hoang-74m2-4-tang-ngo-ba-gac-4-85-ty-id21364969,Sổ đỏ,222,
"Bán nhà Tạ Quang Bửu, 60m2, 4 tầng, ô tô, kinh doanh, 10,5 tỷ",60 m2 4 PN 3 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-60m2-4-tang-o-to-kinh-doanh-10-5-ty-id21379493,Sổ đỏ,223,
"Bán nhà đẹp Trần Đại Nghĩa, 43m2, 5 tầng, ô tô tránh, kinh doanh, 8.1",43 m2 4 PN 3 WC,8 tỷ 100 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dep-tran-dai-nghia-43m2-5-tang-o-to-tranh-kinh-doanh-8-1-id21405398,Sổ đỏ,224,
"Bán nhà Trại Cá, 55m2, 6 tầng, 9 phòng, 5.8 tỷ",55 m2 9 PN 5 WC,5 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-trai-ca-55m2-6-tang-9-phong-5-8-ty-id21405245,Sổ đỏ,225,
"Bán nhà xây mới Lê Thanh Nghị, 37m2, 5 tầng, 6 phòng khép kín, 4.5 tỷ",37 m2 6 PN 7 WC,4 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-xay-moi-le-thanh-nghi-37m2-5-tang-6-phong-khep-kin-4-5-ty-id21419404,Sổ đỏ,226,
"Bán nhà Lê Thanh Nghị, 44m2, 4 tầng, siêu đẹp, mt 5m, 4.8 tỷ",44 m2 4 PN 3 WC,4 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-44m2-4-tang-sieu-dep-mt-5m-4-8-ty-id21418854,Sổ đỏ,227,
"Bán nhà Tạ Quang Bửu, 40m2, 3 tầng, ô tô tránh, kinh doanh tốt, 11 tỷ",40 m2 1 PN 1 WC,11 tỷ,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-40m2-3-tang-o-to-tranh-kinh-doanh-tot-11-ty-id21378462,Sổ đỏ,228,
"Bán nhà Lê Thanh Nghị, 44m2, 4 tầng, siêu đẹp, mt 5m, 4.8 tỷ",44 m2 4 PN 3 WC,4 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-44m2-4-tang-sieu-dep-mt-5m-4-8-ty-id21418860,Sổ đỏ,229,
"Bán nhà Trần Đại Nghĩa, 33m2, 3 tầng, 3 ngủ, 2.59 tỷ",33 m2 3 PN 2 WC,2 tỷ 590 triệu,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-tran-dai-nghia-33m2-3-tang-3-ngu-2-59-ty-id21405427,Sổ đỏ,230,
"Bán nhà xây mới Lê Thanh Nghị, 140m2, 8 tầng, ô tô, kinh doanh, 32 tỷ",140 m2 8 PN 8 WC,32 tỷ,"Quận Hai Bà Trưng, Hà Nội",16/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-xay-moi-le-thanh-nghi-140m2-8-tang-o-to-kinh-doanh-32-ty-id21376787,Sổ đỏ,231,
"Bán nhà 6 Tầng phố Tạ Quang Bửu 160m, Mt 4.5m Vỉa hè, Kinh doanh",160 m2 5 PN 5 WC,39 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",31/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-6-tang-pho-ta-quang-buu-160m-mt-4-5m-via-he-kinh-doanh-id21903576,Sổ đỏ,232,
"Bán nhà Lô góc 3 Tầng phố Tạ Quang Bửu 63m, Mt 8m Vỉa hè, ô tô qua nhà",63 m2 3 PN 3 WC,13 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",31/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-lo-goc-3-tang-pho-ta-quang-buu-63m-mt-8m-via-he-o-to-qua-nha-id21903586,Sổ đỏ,233,
"Tòa Nhà Cho Thuê Khu Bách Khoa, 7 Tầng, 21 Phòng, Cho Thuê 1 Tỷ/ Năm",85 m2 21 PN 21 WC,16 tỷ,"Quận Hai Bà Trưng, Hà Nội",28/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/toa-nha-cho-thue-khu-bach-khoa-7-tang-21-phong-cho-thue-1-ty-nam-id21779315,Sổ đỏ,234,
"Siêu hiếm, chỉ 5,8 tỷ nhà mặt phố giải phóng 27 m",27 m2 3 PN 3 WC,5 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",25/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/sieu-hiem-chi-5-8-ty-nha-mat-pho-giai-phong-27-m-id21789805,Sổ đỏ,235,
"Bán nhà mặt ngõ Tô Hoàng, lô góc thoáng",53 m2 3 PN 3 WC,5 tỷ 750 triệu,"Quận Hai Bà Trưng, Hà Nội",25/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-mat-ngo-to-hoang-lo-goc-thoang-id21830218,Sổ đỏ,236,
"Bán nhà lê thanh nghị, hbt, 55m2 x 4t, mt5.2m, phân lô ô tô, 10.4 tỷ",55 m2 4 PN 3 WC,10 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",24/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-hbt-55m2-x-4t-mt5-2m-phan-lo-o-to-10-4-ty-id21809022,Sổ đỏ,237,
"Bán nhà ngay Tạ Quang Bửu Lê Thanh Nghị HBT Hà Nội DT 52mx5T giá 5,5T",53 m2 6 PN 4 WC,5 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",24/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngay-ta-quang-buu-le-thanh-nghi-hbt-ha-noi-dt-52mx5t-gia-5-5t-id21813128,Sổ đỏ,238,
"Bán nhà phố Trần Đại Nghĩa, bách khoa, Hai Bà Trưng 54m2,4t, mt4.8",54 m2 0 PN 0 WC,10 tỷ,"Quận Hai Bà Trưng, Hà Nội",21/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-tran-dai-nghia-bach-khoa-hai-ba-trung-54m2-4t-mt4-8-id21732600,Sổ đỏ,239,
"Nhà bán phố Tạ Quang Bửu, bách khoa 63/70 , 6 tầng, ô chờ thang máy",63 m2 0 PN 0 WC,21 tỷ,"Quận Hai Bà Trưng, Hà Nội",21/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/nha-ban-pho-ta-quang-buu-bach-khoa-63-70-6-tang-o-cho-thang-may-id21743434,Sổ đỏ,240,
"Bán nhà phố lê Thanh Nghị, bách khoa, Hai Bà Trưng 160m2, 4t , 24,5tỷ",160 m2 0 PN 0 WC,24 tỷ,"Quận Hai Bà Trưng, Hà Nội",21/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-le-thanh-nghi-bach-khoa-hai-ba-trung-160m2-4t-24-5ty-id21735117,Sổ đỏ,241,
"Bán nhà phố Lê Thanh Nghị, Hai Bà Trưng 160m2 , 6t thang máy, mt5,1",160 m2 0 PN 0 WC,24 tỷ,"Quận Hai Bà Trưng, Hà Nội",21/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-le-thanh-nghi-hai-ba-trung-160m2-6t-thang-may-mt5-1-id21844524,Sổ đỏ,242,
"Bán nhà phố Lê Thanh Nghị, ô tô đỗ gần nhà, 55 mét 4 tầng 10.5 tỷ.",55 m2 3 PN 3 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",19/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-duong-noi-bo/ban-nha-pho-le-thanh-nghi-o-to-do-gan-nha-55-met-4-tang-10-5-ty-id21833400,Sổ đỏ,243,
Bán nhà Lê Thanh Nghị quận Hai Bà Trưng hiếm 2 thoáng 52m 10.5 tỷ,52 m2 4 PN 4 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",19/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-duong-noi-bo/ban-nha-le-thanh-nghi-quan-hai-ba-trung-hiem-2-thoang-52m-10-5-ty-id21835456,Sổ đỏ,244,
"Bán nhà xây mới Lê Thanh Nghị, 37m2, 5 tầng, 6 phòng khép kín, 4.5 tỷ",37 m2 6 PN 7 WC,4 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",17/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-xay-moi-le-thanh-nghi-37m2-5-tang-6-phong-khep-kin-4-5-ty-id21380562,Sổ đỏ,245,
"Bán nhà Lê Thanh Nghị, 43m2, 4 tầng, mt 6m, gần phố, ở ngay, 5.2 tỷ",43 m2 4 PN 3 WC,5 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",17/10/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-43m2-4-tang-mt-6m-gan-pho-o-ngay-5-2-ty-id21418823,Sổ đỏ,246,
Bán nhà phố Tạ Quang Bửu 65m x3 tầng tm 15m gjaf 19 tỷ,65 m2 4 PN 4 WC,19 triệu,"Quận Hai Bà Trưng, Hà Nội",18/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-ta-quang-buu-65m-x3-tang-tm-15m-gjaf-19-ty-id21868199,Sổ đỏ,247,
Bán nhà phố ngõ 55 lê Thanh Nghị 50m2 4 tầng giá 11tỷ,50 m2 3 PN 3 WC,110.000 đ,"Quận Hai Bà Trưng, Hà Nội",18/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-ngo-55-le-thanh-nghi-50m2-4-tang-gia-11ty-id21858129,Sổ đỏ,248,
Bán nhà phố Lê Thanh Nghị 70m x5t nhỉnh 6ty,70 m2 6 PN 6 WC,670.000 đ,"Quận Hai Bà Trưng, Hà Nội",18/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-le-thanh-nghi-70m-x5t-nhinh-6ty-id21777039,Sổ đỏ,249,
Bán nhà phố giải phóng 45m2 x7 tầng nhỉnh 8 tỷ,45 m2 5 PN 5 WC,850.000 đ,"Quận Hai Bà Trưng, Hà Nội",18/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-giai-phong-45m2-x7-tang-nhinh-8-ty-id21790222,Sổ đỏ,250,
"Bán nhà phố Tạ Quang Bửu 31m x4 tầng mt 4 m giá chỉ 3,53.tỷ có",31 m2 3 PN 3 WC,3 triệu 530 nghìn,"Quận Hai Bà Trưng, Hà Nội",18/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-ta-quang-buu-31m-x4-tang-mt-4-m-gia-chi-3-53-ty-co-id21905427,Sổ đỏ,251,
"Chính chủ, khách sạn . Quận 2 Bà Trưng. Gần bệnh viện Bạch Mai.",140 m2 20 PN 21 WC,35 tỷ,"Quận Hai Bà Trưng, Hà Nội",17/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/chinh-chu-khach-san-quan-2-ba-trung-gan-benh-vien-bach-mai-id21892313,Sổ đỏ,252,
"Ảnh thật - TT E4 Bách Khoa, Lê Thanh Nghị, 50m2 - thoáng trước sau",50 m2 1 PN 1 WC,1 tỷ 550 triệu,"Quận Hai Bà Trưng, Hà Nội",12/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/anh-that-tt-e4-bach-khoa-le-thanh-nghi-50m2-thoang-truoc-sau-id21752708,Sổ đỏ,253,
Bán nhà MP Lê Thanh NGhị - 108m2 - MT 8m - phù hợp xây tòa nhà VP,108 m2 1 PN 1 WC,39 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",12/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mp-le-thanh-nghi-108m2-mt-8m-phu-hop-xay-toa-nha-vp-id21647286,Sổ đỏ,254,
"Bán nhà KPL 40 Tạ Quang Bửu, Bách Khoa, ngõ thông ô tô vào nhà.",58 m2 4 PN 4 WC,10 tỷ 450 triệu,"Quận Hai Bà Trưng, Hà Nội",12/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-duong-noi-bo/ban-nha-kpl-40-ta-quang-buu-bach-khoa-ngo-thong-o-to-vao-nha-id21557478,Sổ đỏ,255,
"MP Lê Thanh Nghị - Bách Khoa, 90/108m2 - MT 8m, Giá 39.8 tỷ - lô góc",108 m2 1 PN 1 WC,39 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",12/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/mp-le-thanh-nghi-bach-khoa-90-108m2-mt-8m-gia-39-8-ty-lo-goc-id21648204,Sổ đỏ,256,
"Bán nhà Phố Trần Đại Nghĩa, kinh doanh, Ô tô, DT 45m, Giá 7.5 tỷ",45 m2 5 PN 3 WC,7 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",11/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-tran-dai-nghia-kinh-doanh-o-to-dt-45m-gia-7-5-ty-id21817340,Sổ đỏ,257,
"Bán nhà Phố Tạ Quang Bửu, Ô tô ,Lô góc, DT: 63m2, MT:8,1m, Giá:13,8 tỷ",63 m2 3 PN 3 WC,13 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",11/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-ta-quang-buu-o-to-lo-goc-dt-63m2-mt-8-1m-gia-13-8-ty-id21894683,Sổ đỏ,258,
Vỡ nợ bán tòa Lê Thanh Nghị 15 phòng khép kín 65m2 8.9 tỷ,65 m2 15 PN 15 WC,8 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",03/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/vo-no-ban-toa-le-thanh-nghi-15-phong-khep-kin-65m2-8-9-ty-id20871904,Sổ đỏ,259,
Bán căn chung cư mini Trần Đại Nghĩa 6 tầng 10PN 65m2 giá 5.9 tỷ,65 m2 10 PN 10 WC,5 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",03/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-can-chung-cu-mini-tran-dai-nghia-6-tang-10pn-65m2-gia-5-9-ty-id20876452,Sổ đỏ,260,
Khách sạn đường Giải Phóng. Chính chủ giao bán.,140 m2 20 PN 22 WC,35 tỷ,"Quận Hai Bà Trưng, Hà Nội",01/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/khach-san-duong-giai-phong-chinh-chu-giao-ban-id21904805,Sổ đỏ,261,
Bán nhà ngõ phố Tạ Quang Bửu Bách Khoa DT 65mx4T lô góc KD,65 m2 4 PN 4 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",09/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngo-pho-ta-quang-buu-bach-khoa-dt-65mx4t-lo-goc-kd-id21947648,Sổ đỏ,262,
"Bán nhà 5,5 tỷ ngõ phố Lê Thanh Nghị HBT Hà Nội DT 53mx5T xây mới",53 m2 6 PN 4 WC,5 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",09/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-5-5-ty-ngo-pho-le-thanh-nghi-hbt-ha-noi-dt-53mx5t-xay-moi-id21955538,Sổ đỏ,263,
"Bán nhà 5,5 tỷ ngõ 36 Lê Thanh Nghị HBT Hà Nội DT 53mx5T mới ngõ thông",53 m2 6 PN 4 WC,5 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",09/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-5-5-ty-ngo-36-le-thanh-nghi-hbt-ha-noi-dt-53mx5t-moi-ngo-thong-id21946348,Sổ đỏ,264,
"Bán Tòa 7 tầng thang máy 68m2x7T Bạch Mai, Hai Bà Trưng cách MP 20m",68 m2 12 PN 12 WC,14 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",08/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-toa-7-tang-thang-may-68m2x7t-bach-mai-hai-ba-trung-cach-mp-20m-id21606277,Sổ đỏ,265,
"Bán Nhà Phố TẠ QUANG BỬU 40M2, 4 Tầng , MT 5M, Giá 4,35 TỶ.",40 m2 4 PN 4 WC,4 tỷ 350 triệu,"Quận Hai Bà Trưng, Hà Nội",07/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-ta-quang-buu-40m2-4-tang-mt-5m-gia-4-35-ty-id21948753,Sổ đỏ,266,
